global_step,local_step,pkl_format,demo_scale_source,demo_pos_scale,demo_rot_scale,current_pos_scale,current_rot_scale,raw_action_min,raw_action_max,action_changed_by_safety,intervention_overrode_action,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_6_desc,prev_gripper_feedback,next_gripper_feedback,delta_gripper_feedback,prev_gripper_state,next_gripper_state,prev_hw_gripper_cmd_right,next_hw_gripper_cmd_right,prev_hw_gripper_cmd_left,next_hw_gripper_cmd_left,refresh_success,refresh_source,reward,done,truncated
294,294,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.07604601234197617,False,False,0.018897157162427902,0.07604601234197617,0.01461390033364296,0.005765439011156559,0.0025871118996292353,0.03895338624715805,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
295,295,legacy_list,manual,0.018,0.05,0.018,0.05,-0.025161921977996826,0.047865841537714005,False,False,0.047865841537714005,0.02084672451019287,-0.005425678566098213,-0.025161921977996826,0.015819720923900604,0.001430763746611774,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
296,296,legacy_list,manual,0.018,0.05,0.018,0.05,-0.019599994644522667,0.04148180037736893,False,False,0.006958842743188143,0.04135651886463165,-0.019599994644522667,-0.014139619655907154,0.04148180037736893,0.013605737127363682,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
297,297,legacy_list,manual,0.018,0.05,0.018,0.05,-0.058083053678274155,0.06251368671655655,False,False,0.06251368671655655,0.044106196612119675,-0.03734893351793289,-0.058083053678274155,0.0299025047570467,0.0038518416695296764,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
298,298,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02747691422700882,0.10469639301300049,False,False,0.0387372262775898,0.10469639301300049,-0.02747691422700882,-0.02692759409546852,0.010796116665005684,0.03497779369354248,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
299,299,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0456547737121582,0.04733271151781082,False,False,0.04733271151781082,0.04631032794713974,-0.03275606408715248,-0.0456547737121582,-0.012160648591816425,0.0117588359862566,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
300,300,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08067985624074936,0.030897559598088264,False,False,0.030897559598088264,0.029100727289915085,-0.08067985624074936,-0.06372487545013428,0.0006060375017113984,0.014549060724675655,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
301,301,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04562564566731453,0.03047618642449379,False,False,0.02985861711204052,0.03047618642449379,-0.030034948140382767,0.011148317717015743,-0.04562564566731453,0.011164932511746883,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
302,302,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07681360095739365,0.059917572885751724,False,False,0.059917572885751724,0.02776748687028885,-0.022388167679309845,0.013504528440535069,-0.07681360095739365,-0.02458757720887661,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
303,303,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06922652572393417,0.04986342787742615,False,False,0.04771600291132927,0.04986342787742615,-0.029694704338908195,0.015442670322954655,-0.06922652572393417,0.007515299133956432,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
304,304,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05421208217740059,0.015813030302524567,False,False,0.010229647159576416,0.015813030302524567,-0.05421208217740059,-0.008539317175745964,-0.019944459199905396,-0.0009585178922861814,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
305,305,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06310741603374481,0.037122104316949844,False,False,0.037122104316949844,0.012359686195850372,-0.055706337094306946,-0.024309920147061348,-0.06310741603374481,-0.035696450620889664,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
306,306,legacy_list,manual,0.018,0.05,0.018,0.05,-0.062469057738780975,0.049947865307331085,False,False,0.035868752747774124,0.049947865307331085,-0.0385153628885746,0.028528237715363503,-0.062469057738780975,-0.0010342984460294247,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
307,307,legacy_list,manual,0.018,0.05,0.018,0.05,-0.043922003358602524,0.019941065460443497,False,False,0.019941065460443497,0.01406090147793293,-0.043922003358602524,0.018389739096164703,-0.002988105406984687,0.008966870605945587,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
308,308,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05267229676246643,0.08276767283678055,False,False,0.08276767283678055,0.001676794607192278,-0.05267229676246643,0.012378263287246227,-0.02227110229432583,0.0009339263197034597,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
309,309,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07329302281141281,0.03823472559452057,False,False,0.03823472559452057,0.019489478319883347,-0.07329302281141281,0.03661893308162689,0.02287215366959572,0.011713466607034206,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
310,310,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05179809406399727,0.0632098987698555,False,False,0.0632098987698555,0.012699101120233536,-0.05179809406399727,0.03623681515455246,-0.00733405165374279,0.0016353895189240575,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
311,311,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0860028862953186,0.056872766464948654,False,False,0.056872766464948654,-0.03392291069030762,-0.0860028862953186,0.009355520829558372,0.010030154138803482,-0.01899421587586403,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
312,312,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07105867564678192,0.060346394777297974,False,False,0.060346394777297974,0.017315564677119255,-0.07105867564678192,0.049484822899103165,-0.0033898567780852318,0.04317062720656395,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
313,313,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08602689206600189,0.03904435411095619,False,False,0.03904435411095619,-0.010515667498111725,-0.08602689206600189,-0.001259132637642324,0.010061743669211864,-0.0018360549584031105,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
314,314,legacy_list,manual,0.018,0.05,0.018,0.05,-0.11082573235034943,0.0744975283741951,False,False,0.0744975283741951,-0.03494901955127716,-0.11082573235034943,-0.026258839294314384,-0.002227317076176405,0.00569875817745924,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
315,315,legacy_list,manual,0.018,0.05,0.018,0.05,-0.13422386348247528,0.06036294996738434,False,False,0.06036294996738434,-0.015538600273430347,-0.13422386348247528,-0.005981775000691414,-0.01849326863884926,0.03266606852412224,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
316,316,legacy_list,manual,0.018,0.05,0.018,0.05,-0.11479689180850983,0.01990298554301262,False,False,0.01990298554301262,-0.02899724617600441,-0.11479689180850983,-0.03117108903825283,-0.008911464363336563,0.0006368742906488478,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
317,317,legacy_list,manual,0.018,0.05,0.018,0.05,-0.15711702406406403,0.0425507016479969,False,False,0.00037584040546789765,-0.04224603623151779,-0.15711702406406403,-0.05074713006615639,-0.03301369771361351,0.0425507016479969,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
318,318,legacy_list,manual,0.018,0.05,0.018,0.05,-0.13569411635398865,0.08087436854839325,False,False,-0.022448601201176643,-0.012524840421974659,-0.13569411635398865,-0.025073997676372528,-0.036267440766096115,0.08087436854839325,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
319,319,legacy_list,manual,0.018,0.05,0.018,0.05,-0.09020501375198364,0.06506654620170593,False,False,-0.012859703041613102,-0.010569063015282154,-0.09020501375198364,-0.0036527703050523996,-0.033300504088401794,0.06506654620170593,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
320,320,legacy_list,manual,0.018,0.05,0.018,0.05,-0.13333559036254883,0.09264607727527618,False,False,-0.05648285523056984,0.00024462741566821933,-0.13333559036254883,-0.005240709986537695,-0.026768028736114502,0.09264607727527618,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
321,321,legacy_list,manual,0.018,0.05,0.018,0.05,-0.11139197647571564,0.06688014417886734,False,False,-0.04103034734725952,0.004169841762632132,-0.11139197647571564,-0.0020429992582648993,-0.026886017993092537,0.06688014417886734,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
322,322,legacy_list,manual,0.018,0.05,0.018,0.05,-0.12287332117557526,0.07431982457637787,False,False,-0.049423012882471085,0.03602686896920204,-0.12287332117557526,-0.003410451812669635,-0.02027338556945324,0.07431982457637787,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
323,323,legacy_list,manual,0.018,0.05,0.018,0.05,-0.09036726504564285,0.056063175201416016,False,False,-0.046768125146627426,0.02557825855910778,-0.09036726504564285,0.008806390687823296,0.007900524884462357,0.056063175201416016,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
324,324,legacy_list,manual,0.018,0.05,0.018,0.05,-0.14369934797286987,0.04479910060763359,False,False,-0.0667870044708252,0.04479910060763359,-0.14369934797286987,0.0002948472974821925,0.030785085633397102,0.037220507860183716,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
325,325,legacy_list,manual,0.018,0.05,0.018,0.05,-0.12620538473129272,0.07093772292137146,False,False,-0.020263925194740295,0.02205372042953968,-0.12620538473129272,-0.009719371795654297,0.07093772292137146,0.04570997133851051,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
326,326,legacy_list,manual,0.018,0.05,0.018,0.05,-0.13804684579372406,0.1044272929430008,False,False,-0.011430846527218819,0.0341658815741539,-0.13804684579372406,0.014451183378696442,0.1044272929430008,0.023187736049294472,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
327,327,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0905841663479805,0.05213388055562973,False,False,0.010044210590422153,0.025226838886737823,-0.0905841663479805,-0.004470557440072298,0.05213388055562973,-0.012294337153434753,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
328,328,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08445316553115845,0.053590383380651474,False,False,0.018693506717681885,0.02410014532506466,-0.08445316553115845,0.03710268437862396,0.053590383380651474,-0.04067445173859596,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
329,329,legacy_list,manual,0.018,0.05,0.018,0.05,-0.09972023218870163,0.05438253656029701,False,False,0.007275906391441822,0.04015904664993286,-0.09972023218870163,-0.01785917580127716,0.05438253656029701,0.022085778415203094,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
330,330,legacy_list,manual,0.018,0.05,0.018,0.05,-0.084477998316288,0.037930335849523544,False,False,-0.02578066475689411,-0.006915794685482979,-0.084477998316288,-0.017411010339856148,0.037930335849523544,0.011606472544372082,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
331,331,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06462882459163666,0.08155453205108643,False,False,0.008897649124264717,0.06608416885137558,-0.06462882459163666,0.08155453205108643,-0.015424685552716255,0.02028650790452957,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
332,332,legacy_list,manual,0.018,0.05,0.018,0.05,-0.09005682915449142,0.03882451355457306,False,False,-0.0040084123611450195,0.008777198381721973,-0.09005682915449142,-0.029297301545739174,0.03882451355457306,0.01026852522045374,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
333,333,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08950217068195343,0.044549647718667984,False,False,-0.02673516795039177,0.00236224802210927,-0.08950217068195343,-0.040434207767248154,0.044549647718667984,-0.004877342842519283,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
334,334,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10955913364887238,0.03959321603178978,False,False,-0.018351608887314796,0.03959321603178978,-0.10955913364887238,0.005520269740372896,0.03933567926287651,0.02260766364634037,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
335,335,legacy_list,manual,0.018,0.05,0.018,0.05,-0.088560089468956,0.025975557044148445,False,False,-0.004548993427306414,-0.00027029053308069706,-0.088560089468956,-0.007083374075591564,0.025975557044148445,0.011498256586492062,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
336,336,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04248589277267456,0.03695695102214813,False,False,-0.008681582286953926,0.03695695102214813,-0.007471276912838221,0.004905973095446825,-0.04248589277267456,0.03283414617180824,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
337,337,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05330261215567589,0.05408749356865883,False,False,-0.007266799919307232,0.05408749356865883,-0.00308040133677423,0.005729248281568289,-0.05330261215567589,0.04610658064484596,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
338,338,legacy_list,manual,0.018,0.05,0.018,0.05,-0.029585815966129303,0.048527900129556656,False,False,-0.023485885933041573,0.036767374724149704,-0.021961001679301262,-0.003144103568047285,-0.029585815966129303,0.048527900129556656,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
339,339,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03997484967112541,0.014583179727196693,False,False,-0.035518575459718704,-0.00648324703797698,-0.03997484967112541,0.003150768345221877,0.014583179727196693,0.00720646046102047,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
340,340,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04509681835770607,0.021951066330075264,False,False,0.021951066330075264,-0.018106982111930847,-0.033698976039886475,-0.023252621293067932,-0.04509681835770607,0.01777111552655697,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
341,341,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05755076929926872,0.021422699093818665,False,False,0.015003814361989498,-0.025004563853144646,-0.05755076929926872,-0.011238024570047855,-0.015913641080260277,0.021422699093818665,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
342,342,legacy_list,manual,0.018,0.05,0.018,0.05,-0.060585640370845795,0.03722544014453888,False,False,-0.02769380994141102,-0.01882430724799633,-0.060585640370845795,-0.05464101955294609,-0.018112869933247566,0.03722544014453888,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
343,343,legacy_list,manual,0.018,0.05,0.018,0.05,-0.023708505555987358,0.012535602785646915,False,False,-0.002724429126828909,0.012535602785646915,-0.01231249887496233,-0.01220480166375637,-0.023708505555987358,0.004021909087896347,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
344,344,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03131503239274025,0.0,False,False,-0.019071003422141075,-0.01911860518157482,-0.0005662441253662109,-0.01238672062754631,-0.03131503239274025,-0.02237914316356182,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
345,345,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05406514182686806,0.0020406313706189394,False,False,-0.024842720478773117,-0.05406514182686806,0.0020406313706189394,-0.000635425909422338,-0.015178680419921875,-0.024924801662564278,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
346,346,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07149246335029602,0.0025733967777341604,False,False,-0.012670954689383507,-0.07149246335029602,-0.02133101224899292,-0.004962197970598936,0.0025733967777341604,-0.05448408052325249,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
347,347,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03408682346343994,0.034463077783584595,False,False,0.034463077783584595,-0.03408682346343994,-0.0076153213158249855,-0.0003658947243820876,-0.029980605468153954,-0.008641642518341541,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
348,348,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07087075710296631,0.014883073978126049,False,False,-0.013636218383908272,-0.040802691131830215,-0.07087075710296631,-0.001530781970359385,0.014883073978126049,0.00493707787245512,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
349,349,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05253570154309273,0.029059749096632004,False,False,0.029059749096632004,-0.032809045165777206,-0.05253570154309273,-0.007732340134680271,-0.02321995608508587,0.012945604510605335,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
350,350,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06263289600610733,0.0546095035970211,False,False,0.03326436132192612,-0.022711854428052902,-0.06263289600610733,0.0546095035970211,-0.014803715981543064,0.008687806315720081,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
351,351,legacy_list,manual,0.018,0.05,0.018,0.05,-0.054812267422676086,0.041271816939115524,False,False,-0.02559771202504635,-0.023544663563370705,-0.054812267422676086,-0.004058422986418009,0.0026132992934435606,0.041271816939115524,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
352,352,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02125650644302368,0.02309989184141159,False,False,0.0017566813621670008,-0.013078252784907818,-0.02125650644302368,0.012744703330099583,-0.0027770570013672113,0.02309989184141159,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
353,353,legacy_list,manual,0.018,0.05,0.018,0.05,-0.029869768768548965,0.04249598830938339,False,False,0.01496407762169838,0.02089763805270195,-0.006520085968077183,0.015948805958032608,-0.029869768768548965,0.04249598830938339,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
354,354,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02771698869764805,0.025265652686357498,False,False,-0.02771698869764805,0.02432035095989704,-0.015301009640097618,-0.004086525645107031,0.013897531665861607,0.025265652686357498,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
355,355,legacy_list,manual,0.018,0.05,0.018,0.05,-0.020366709679365158,0.016904940828680992,False,False,-0.005972054321318865,0.012177146971225739,-0.01812809146940708,-0.020366709679365158,0.0019335615215823054,0.016904940828680992,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
356,356,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02941654995083809,0.016169821843504906,False,False,0.005915761459618807,0.014010817743837833,-0.02941654995083809,-0.015032006427645683,-0.005062729585915804,0.016169821843504906,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
357,357,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08074691146612167,0.0417357012629509,False,False,-0.018996497616171837,0.012363824993371964,-0.08074691146612167,-0.020962273702025414,0.02858576737344265,0.0417357012629509,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
358,358,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06060550734400749,0.05395462363958359,False,False,0.0002847777504939586,0.05395462363958359,-0.06060550734400749,0.01579173654317856,0.02048856019973755,0.04371226578950882,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
359,359,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0379449799656868,0.020414352416992188,False,False,0.012439986690878868,0.007406705059111118,-0.0379449799656868,0.009299284778535366,-0.003468088572844863,0.020414352416992188,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
360,360,legacy_list,manual,0.018,0.05,0.018,0.05,-0.061079032719135284,0.03575841709971428,False,False,0.023615030571818352,0.001223964849486947,-0.061079032719135284,0.002450845204293728,-0.009970506653189659,0.03575841709971428,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
361,361,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07648269832134247,0.04122728481888771,False,False,-0.007871124893426895,0.028977379202842712,-0.07648269832134247,0.03397458419203758,0.04122728481888771,0.018834004178643227,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
362,362,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10456641763448715,0.07846623659133911,False,False,-0.03460711985826492,-0.02462913654744625,-0.10456641763448715,0.018876440823078156,0.07846623659133911,-0.008912690915167332,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
363,363,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08451855927705765,0.035951416939496994,False,False,-0.009963910095393658,-0.03820616379380226,-0.08451855927705765,0.03361242637038231,0.035951416939496994,-0.00665797246620059,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
364,364,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05463635176420212,0.015014835633337498,False,False,0.007270111236721277,-0.05463635176420212,-0.038084059953689575,0.015014835633337498,0.0002600733423605561,-0.04574514552950859,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
365,365,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06310393661260605,0.0829450935125351,False,False,-0.06310393661260605,-0.05203237384557724,-0.04756036773324013,0.0829450935125351,0.06581628322601318,-0.03529941663146019,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
366,366,legacy_list,manual,0.018,0.05,0.018,0.05,-0.023968104273080826,0.026059648022055626,False,False,-0.02280953899025917,-0.023968104273080826,0.026059648022055626,0.023606019094586372,-0.01487611886113882,0.002158679533749819,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
