global_step,local_step,pkl_format,demo_scale_source,demo_pos_scale,demo_rot_scale,current_pos_scale,current_rot_scale,raw_action_min,raw_action_max,action_changed_by_safety,intervention_overrode_action,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_6_desc,prev_gripper_feedback,next_gripper_feedback,delta_gripper_feedback,prev_gripper_state,next_gripper_state,prev_hw_gripper_cmd_right,next_hw_gripper_cmd_right,prev_hw_gripper_cmd_left,next_hw_gripper_cmd_left,refresh_success,refresh_source,reward,done,truncated
143,143,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0765058770775795,0.11373353004455566,False,False,-0.0765058770775795,0.02884533815085888,0.11373353004455566,-0.006521312054246664,0.004522901959717274,0.053383465856313705,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
144,144,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07789913564920425,0.14467579126358032,False,False,-0.07789913564920425,0.044971708208322525,0.14467579126358032,-0.0007243810105137527,-0.028250746428966522,0.07720569521188736,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
145,145,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08701864629983902,0.13560843467712402,False,False,-0.08701864629983902,0.043115682899951935,0.13560843467712402,-0.012697956524789333,-0.05924510583281517,0.07590692490339279,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
146,146,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10177244991064072,0.088341124355793,False,False,-0.10177244991064072,0.04198981821537018,0.088341124355793,0.031486280262470245,-0.03785981610417366,0.035223595798015594,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
147,147,legacy_list,manual,0.018,0.05,0.018,0.05,-0.14686667919158936,0.09806082397699356,False,False,-0.14686667919158936,0.004049804527312517,0.09806082397699356,-0.020675620064139366,-0.058119356632232666,0.009065241552889347,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
148,148,legacy_list,manual,0.018,0.05,0.018,0.05,-0.09049144387245178,0.028674855828285217,False,False,-0.09049144387245178,-0.009531776420772076,0.028155745938420296,-0.036633070558309555,-0.032893285155296326,0.028674855828285217,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
149,149,legacy_list,manual,0.018,0.05,0.018,0.05,-0.09024005383253098,0.03620288521051407,False,False,-0.02678483910858631,-0.052753422409296036,-0.0025882490444928408,-0.09024005383253098,-0.07376749068498611,0.03620288521051407,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
150,150,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07478687912225723,0.02742808125913143,False,False,-0.002479387680068612,-0.012397767044603825,-0.002534853294491768,-0.011476556770503521,-0.07478687912225723,0.02742808125913143,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
151,151,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0628039762377739,0.051289983093738556,False,False,-0.020019710063934326,0.003409054595977068,-0.010180804878473282,0.023396873846650124,-0.0628039762377739,0.051289983093738556,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
152,152,legacy_list,manual,0.018,0.05,0.018,0.05,-0.030468735843896866,0.055982768535614014,False,False,-0.030468735843896866,-0.002766649005934596,-0.009722594171762466,-0.007404569070786238,-0.014402255415916443,0.055982768535614014,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
153,153,legacy_list,manual,0.018,0.05,0.018,0.05,-0.014950092881917953,0.012876037508249283,False,False,-0.0022202730178833008,-0.010692411102354527,0.0002785689430311322,-0.014950092881917953,0.00041200435953214765,0.012876037508249283,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
154,154,legacy_list,manual,0.018,0.05,0.018,0.05,-0.010203984566032887,0.007489773910492659,False,False,-0.010203984566032887,0.00409450801089406,-0.005358623340725899,-0.0050935568287968636,0.007489773910492659,-0.005449969787150621,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
155,155,legacy_list,manual,0.018,0.05,0.018,0.05,-0.057713259011507034,0.0,False,False,-0.0032815670128911734,-0.006907516159117222,-0.006071809679269791,-0.057713259011507034,-0.003745113965123892,-0.007599555421620607,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
156,156,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03594474494457245,0.013427161611616611,False,False,-0.005228652153164148,0.00265075103379786,-0.0038221480790525675,-0.03594474494457245,0.013427161611616611,-0.014445110224187374,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
157,157,legacy_list,manual,0.018,0.05,0.018,0.05,-0.00849117897450924,0.0422796756029129,False,False,-0.00849117897450924,0.022830234840512276,-0.00038536058855243027,0.01295978669077158,0.0422796756029129,0.007483603432774544,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
158,158,legacy_list,manual,0.018,0.05,0.018,0.05,-0.052905481308698654,0.06374799460172653,False,False,0.06374799460172653,0.00660783750936389,0.03149981424212456,-0.052905481308698654,0.0031851534731686115,-0.013327431865036488,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
159,159,legacy_list,manual,0.018,0.05,0.018,0.05,-0.006257153581827879,0.0737806186079979,False,False,0.004653301555663347,0.0737806186079979,-0.001668102340772748,-0.006257153581827879,0.07270833104848862,0.02533889189362526,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
160,160,legacy_list,manual,0.018,0.05,0.018,0.05,-0.012781057506799698,0.06950895488262177,False,False,-0.012781057506799698,0.06950895488262177,-0.010504077188670635,0.004449118860065937,0.0633678287267685,0.02193363383412361,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
161,161,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02453318051993847,0.049440398812294006,False,False,0.013858080841600895,0.049440398812294006,0.0032799113541841507,-0.02124655432999134,0.04367918521165848,-0.02453318051993847,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
162,162,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05880068615078926,0.027924777939915657,False,False,0.027924777939915657,-0.04409253969788551,0.019998187199234962,-0.05880068615078926,-0.00595578970387578,-0.00023614431847818196,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
163,163,legacy_list,manual,0.018,0.05,0.018,0.05,-0.010329816490411758,0.009931543841958046,False,False,-0.010329816490411758,0.008720491081476212,-0.005114823579788208,0.006125963758677244,0.009931543841958046,0.004559861961752176,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
164,164,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
165,165,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
166,166,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
167,167,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
168,168,legacy_list,manual,0.018,0.05,0.018,0.05,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
169,169,legacy_list,manual,0.018,0.05,0.018,0.05,-0.006640947423875332,0.005896721035242081,False,False,0.005896721035242081,-0.0015447537880390882,0.0018026266479864717,-0.003489189548417926,-0.006640947423875332,0.0004928561975248158,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
170,170,legacy_list,manual,0.018,0.05,0.018,0.05,-0.028182215988636017,0.031413305550813675,False,False,0.009648501873016357,0.031413305550813675,-0.017452985048294067,0.022163012996315956,-0.01663154363632202,-0.028182215988636017,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
171,171,legacy_list,manual,0.018,0.05,0.018,0.05,-0.048553820699453354,0.10307133942842484,False,False,0.041378043591976166,0.10307133942842484,-0.026898253709077835,0.08063148707151413,-0.048553820699453354,-0.01586342044174671,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
172,172,legacy_list,manual,0.018,0.05,0.018,0.05,-0.13607464730739594,0.0981680229306221,False,False,0.0981680229306221,0.03970331698656082,0.004972435068339109,-0.03244072571396828,-0.13607464730739594,-0.05985013768076897,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
173,173,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06707727909088135,0.05636447295546532,False,False,0.016261307522654533,0.05636447295546532,-0.024517791345715523,-0.06707727909088135,-0.05536407232284546,-0.054076626896858215,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
174,174,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07010883837938309,0.05237923935055733,False,False,0.03663450479507446,0.05237923935055733,-0.00993948895484209,-0.07010883837938309,-0.060876328498125076,-0.044644396752119064,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
175,175,legacy_list,manual,0.018,0.05,0.018,0.05,-0.026554284617304802,0.08510881662368774,False,False,-0.01570085808634758,0.08510881662368774,-0.026554284617304802,-0.010393594391644001,0.007044237572699785,-0.009504602290689945,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
176,176,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04024336487054825,0.1247144490480423,False,False,0.013648636639118195,0.1247144490480423,-0.02255663461983204,-0.04024336487054825,-0.00265160808339715,0.012556608766317368,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
177,177,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03141610696911812,0.13976462185382843,False,False,0.01677456870675087,0.13976462185382843,-0.020115740597248077,-0.03141610696911812,0.008218487724661827,0.06401803344488144,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
178,178,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05030383914709091,0.2468344271183014,False,False,-0.03723883256316185,0.2468344271183014,-0.05030383914709091,0.02210995927453041,0.06223876401782036,0.11531810462474823,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
179,179,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05361189693212509,0.15473034977912903,False,False,-0.05361189693212509,0.15473034977912903,-0.042114824056625366,-0.01538650132715702,0.07355114072561264,0.12075270712375641,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
180,180,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07433278858661652,0.2618845999240875,False,False,-0.07433278858661652,0.2618845999240875,-0.0617363415658474,0.03337792679667473,0.09449706226587296,0.15987227857112885,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
181,181,legacy_list,manual,0.018,0.05,0.018,0.05,-0.09265128523111343,0.29235416650772095,False,False,-0.09265128523111343,0.29235416650772095,-0.06689462810754776,0.014913837425410748,0.10107707232236862,0.19311882555484772,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
182,182,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05169295892119408,0.17709533870220184,False,False,-0.05169295892119408,0.17709533870220184,-0.03569407761096954,-0.010134891606867313,0.05465925112366676,0.11739048361778259,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
183,183,legacy_list,manual,0.018,0.05,0.018,0.05,-0.058857932686805725,0.28630098700523376,False,False,-0.058857932686805725,0.28630098700523376,-0.050131235271692276,0.022403810173273087,0.05699506402015686,0.11849753558635712,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
184,184,legacy_list,manual,0.018,0.05,0.018,0.05,-0.029989415779709816,0.22686521708965302,False,False,-0.025317901745438576,0.22686521708965302,-0.029989415779709816,0.005530505441129208,0.01867903769016266,0.059153348207473755,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
185,185,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03499289229512215,0.20812618732452393,False,False,0.01883341372013092,0.20812618732452393,-0.01286963652819395,0.0008213343098759651,-0.03499289229512215,-0.014111703261733055,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
186,186,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07650550454854965,0.15114082396030426,False,False,0.05201250687241554,0.15114082396030426,0.005618979688733816,-0.002866561058908701,-0.07650550454854965,-0.07299916446208954,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
187,187,legacy_list,manual,0.018,0.05,0.018,0.05,-0.13642622530460358,0.15907156467437744,False,False,0.07651498168706894,0.15907156467437744,0.009763985872268677,-0.020870793610811234,-0.11423458158969879,-0.13642622530460358,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
188,188,legacy_list,manual,0.018,0.05,0.018,0.05,-0.150968536734581,0.12914174795150757,False,False,0.08769747614860535,0.12914174795150757,0.018398795276880264,-0.021936241537332535,-0.13353700935840607,-0.150968536734581,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
189,189,legacy_list,manual,0.018,0.05,0.018,0.05,-0.10092410445213318,0.1004536971449852,False,False,0.0322585329413414,0.1004536971449852,0.0030344559345394373,-0.0035262934397906065,-0.07493908703327179,-0.10092410445213318,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
190,190,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07821719348430634,0.16326209902763367,False,False,0.021895602345466614,0.16326209902763367,-0.010776023380458355,0.023273184895515442,-0.07821719348430634,-0.07248938083648682,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
191,191,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06582207977771759,0.1917051076889038,False,False,0.010666748508810997,0.1917051076889038,-0.05760292336344719,0.0076880198903381824,-0.06582207977771759,-0.016892017796635628,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
192,192,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05929461866617203,0.11800561100244522,False,False,0.015119711868464947,0.11800561100244522,-0.05929461866617203,0.009929923340678215,-0.0028552324511110783,-0.04110252112150192,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
193,193,legacy_list,manual,0.018,0.05,0.018,0.05,-0.08626779168844223,0.13198290765285492,False,False,0.007307364139705896,0.13198290765285492,-0.08626779168844223,-0.003923713229596615,0.018391059711575508,-0.02292436547577381,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
194,194,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07861977070569992,0.09322332590818405,False,False,-0.012019442394375801,0.09322332590818405,-0.07861977070569992,-0.014562655240297318,0.03955981507897377,0.0030069593340158463,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
195,195,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06591860204935074,0.1621246337890625,False,False,0.016367269679903984,0.1621246337890625,-0.06591860204935074,0.033542074263095856,-0.007461328059434891,-0.02964579313993454,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
196,196,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07652077823877335,0.1780904084444046,False,False,-0.01939965784549713,0.1780904084444046,-0.07652077823877335,0.011667445302009583,0.001050258637405932,0.009755791164934635,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
197,197,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04974338784813881,0.11155755072832108,False,False,0.005293224006891251,0.11155755072832108,-0.04974338784813881,0.0012859959388151765,-0.023162461817264557,-0.044108353555202484,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
198,198,legacy_list,manual,0.018,0.05,0.018,0.05,-0.0681823343038559,0.17721869051456451,False,False,-0.0038792691193521023,0.17721869051456451,-0.0681823343038559,0.018006211146712303,-0.015616727992892265,-0.024313975125551224,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
199,199,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07451822608709335,0.16365200281143188,False,False,0.004983610939234495,0.16365200281143188,-0.07451822608709335,0.0013973221648484468,-0.0009575874428264797,-0.02217062935233116,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
200,200,legacy_list,manual,0.018,0.05,0.018,0.05,-0.06232289969921112,0.24090294539928436,False,False,-0.009169181808829308,0.24090294539928436,-0.04043181985616684,0.10077174752950668,-0.028313415125012398,-0.06232289969921112,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
201,201,legacy_list,manual,0.018,0.05,0.018,0.05,-0.02380046620965004,0.08060452342033386,False,False,0.0023146471939980984,0.08060452342033386,-0.02380046620965004,-0.004766291938722134,-0.022810569033026695,-0.016759227961301804,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
202,202,legacy_list,manual,0.018,0.05,0.018,0.05,-0.054257795214653015,0.10374602675437927,False,False,-0.009820693172514439,0.10374602675437927,-0.03485298901796341,-0.008248304016888142,-0.019018786028027534,-0.054257795214653015,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
203,203,legacy_list,manual,0.018,0.05,0.018,0.05,-0.07315035909414291,0.14347997307777405,False,False,-0.022249918431043625,0.14347997307777405,-0.04270258918404579,0.015225345268845558,0.0020693843252956867,-0.07315035909414291,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
204,204,legacy_list,manual,0.018,0.05,0.018,0.05,-0.05209833383560181,0.08039342612028122,False,False,-0.012593965046107769,0.08039342612028122,-0.027608541771769524,-0.008539331145584583,-0.0027400071267038584,-0.05209833383560181,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
205,205,legacy_list,manual,0.018,0.05,0.018,0.05,-0.041530318558216095,0.11640125513076782,False,False,-0.009339717216789722,0.11640125513076782,-0.02118282951414585,0.009667076170444489,-0.010388935916125774,-0.041530318558216095,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
206,206,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03766185790300369,0.18142330646514893,False,False,-0.003024935955181718,0.18142330646514893,-0.03766185790300369,0.022343136370182037,-0.006349475122988224,-0.020255133509635925,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
207,207,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04894617572426796,0.1497972458600998,False,False,-0.02499421499669552,0.1497972458600998,-0.04894617572426796,-0.0062141455709934235,0.02463102713227272,-0.004263358656316996,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
208,208,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03960149362683296,0.09355860203504562,False,False,-0.01838637888431549,0.09355860203504562,-0.03960149362683296,-0.021227944642305374,0.020468058064579964,0.004635073710232973,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
209,209,legacy_list,manual,0.018,0.05,0.018,0.05,-0.043738219887018204,0.20373281836509705,False,False,-0.03937631845474243,0.20373281836509705,-0.043738219887018204,0.02628060057759285,0.03299463540315628,0.0294553991407156,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
210,210,legacy_list,manual,0.018,0.05,0.018,0.05,-0.03687623515725136,0.15410864353179932,False,False,-0.02250572107732296,0.15410864353179932,-0.03687623515725136,-0.019566407427191734,0.016120247542858124,0.024045588448643684,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
211,211,legacy_list,manual,0.018,0.05,0.018,0.05,-0.029396681115031242,0.1111254170536995,False,False,-0.02534439228475094,0.1111254170536995,-0.029396681115031242,-0.020833434537053108,0.010495783761143684,0.017641989514231682,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
212,212,legacy_list,manual,0.018,0.05,0.018,0.05,-0.04273073747754097,0.1879856139421463,False,False,-0.04273073747754097,0.1879856139421463,-0.03279911354184151,-0.012399726547300816,0.026456953957676888,0.02580639161169529,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
213,213,legacy_list,manual,0.018,0.05,0.018,0.05,-0.031289126724004745,0.18501944839954376,False,False,-0.031289126724004745,0.18501944839954376,-0.022205214947462082,-0.0051991636864840984,0.014974675141274929,0.021265799179673195,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
214,214,legacy_list,manual,0.018,0.05,0.018,0.05,-0.029297687113285065,0.11757761985063553,False,False,-0.007607870735228062,0.11757761985063553,-0.01090516708791256,-0.029297687113285065,-0.004013637080788612,0.005776237230747938,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
215,215,legacy_list,manual,0.018,0.05,0.018,0.05,-0.041623204946517944,0.16735246777534485,False,False,0.005611943081021309,0.16735246777534485,-0.01275042723864317,-0.041623204946517944,-0.020394189283251762,0.0045949360355734825,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
216,216,legacy_list,manual,0.018,0.05,0.018,0.05,-0.019465291872620583,0.20078983902931213,False,False,0.0011813309974968433,0.20078983902931213,-0.009994540363550186,-0.019465291872620583,-0.01566246896982193,0.0035653160884976387,0.0,hold(0),17.917709350585938,17.917709350585938,0.0,closed,closed,10.0,10.0,80.0,80.0,True,env.unwrapped._get_sync_obs,0.0,False,False
